loss,val_loss
0.9751717448234558,1.0974515676498413
0.9500434994697571,1.064974308013916
0.9114639759063721,1.002403974533081
0.8382060527801514,0.8984990119934082
0.7067535519599915,0.7122105360031128
0.490264892578125,0.42130154371261597
0.2230377048254013,0.12165165692567825
0.05179452523589134,0.04050672426819801
0.035882703959941864,0.025399792939424515
0.019868958741426468,0.019521359354257584
0.015196126885712147,0.020643414929509163
0.012365640141069889,0.01604698970913887
0.01000093575567007,0.014821391552686691
0.008204881101846695,0.013476907275617123
0.0068588461726903915,0.01235270220786333
0.005862935446202755,0.011092599481344223
0.0051180412992835045,0.010561627335846424
0.004331250209361315,0.009470111690461636
0.0037464876659214497,0.008803986012935638
0.003252273891121149,0.008279186673462391
0.002731919987127185,0.007766352035105228
0.002942351857200265,0.0076740458607673645
0.002204302931204438,0.007013868074864149
0.002193955471739173,0.006532152183353901
0.0019895934965461493,0.00626583443954587
0.00154298881534487,0.0058030905202031136
0.0014780692290514708,0.005618675611913204
0.0013608405133709311,0.005352731794118881
0.0012501681922003627,0.005082828924059868
0.0010845443466678262,0.005115654785186052
0.0009979752358049154,0.004808792378753424
0.0009642926161177456,0.004726229701191187
0.0008413622272200882,0.004428941290825605
0.0007861129124648869,0.004325241316109896
0.0007840035832487047,0.004399706609547138
0.000680548429954797,0.004118886310607195
0.0006514971610158682,0.004035773687064648
0.0005961817223578691,0.003952961880713701
0.0006976599106565118,0.0039826431311666965
0.0005505125736817718,0.003963071387261152
0.0005201455787755549,0.0037935867439955473
0.0004939281498081982,0.0037456327117979527
0.0004550002922769636,0.0035964881535619497
0.00045764315291307867,0.0035234023816883564
0.0004264717281330377,0.003474627621471882
0.0004167732840869576,0.0035143892746418715
0.0003948260855395347,0.0035254103131592274
0.00035776253207586706,0.0033308302517980337
0.00038600724656134844,0.0033825822174549103
0.0003515551215969026,0.00328734889626503
